TIC,RAJ2000,DEJ2000,Period,ecc,base_flux,T0,tdur_pri,tdur_sec,phi_sec,sector1,sector2,nsector,npri,nsec,subtype,oce,meb,etv,oeb,sgl,Gaia3,Gmag,BP-RP,TOI,TOI_Disp,comments
203407829,266.09585,-26.39354,2.2799331,0.006,207.88618,3775.7340372,0.6445704,0.6445704,0.5,91,92,2,17,17,detached,,,,,,4061049495727484288,14.845,2.0517,,,gaia3
203925021,266.23511,-24.67046,1.4484723,0.0,251.33984,3776.057675,0.8187612,0.8187612,0.5,91,92,2,28,26,contact,,,,,,4068100869956640000,15.244,2.0733,,,gaia3
204210207,266.3085,-28.71045,0.5249759,0.0,38.57087,3775.5437107,0.2624879,0.2624879,0.5,91,92,2,73,73,contact,,,,,,4057542607692225536,16.558,1.9497,,,gaia3
204546795,327.56125,-31.30704,2.37433,0.025,383.57886,2062.5817032,0.0839072,0.0839072,0.5,28,28,1,8,8,detached,,,1,,,6592898945390334080,15.275,2.5793,,,good
206539783,17.55998,-56.32703,8.6747744,0.123,82.89481,1355.675302,0.153234,0.2167384,0.497,2,69,3,8,8,detached,,,,,,4913542577757661568,16.699,2.0243,,,? WB
206556127,333.65984,-21.69813,2.2110196,0.0,46639.023,1326.4154234,0.221102,0.221102,0.5,1,68,3,28,29,detached,,,1,,,6819282544098280576,9.7,1.8556,,,vespa good
206609630,22.55002,-59.58325,0.670542,0.07,1723.2766,1325.4910689,0.033517,0.033517,0.5,1,69,6,203,201,detached,,,,,,4717055692347031296,13.982,2.8226,212,PC,?
207109794,42.32172,-56.46663,12.6328714,0.03,2976.2983,2089.2019421,0.1577679,0.1577679,0.5115,29,30,2,3,4,detached,,,,,,4728178283254347136,12.736,1.8552,,,good
207385593,203.70563,20.19408,34.233308,0.0,4620.7969,1937.6672228,0.1510858,0.1510858,0.5,23,50,2,2,2,detached,,,,,,1249132315386361600,12.524,2.6682,,,good
207394908,205.00701,22.39795,1.3010817,0.002,262.98795,1930.6197843,0.0650344,0.0650344,0.5,23,50,2,26,26,detached,,,,,,1443474603368456448,15.538,2.4861,,,gaia3 WB
208351772,208.43819,-55.73874,5.0660076,0.319,616.3125,4075.3839892,0.0920398,0.1762039,0.5375,100,100,1,5,5,detached,,,,,,5872519748904513152,14.619,2.9813,,,
209135578,288.5761,11.71278,6.3738311,0.012,1299500.0,2770.7868794,0.6373831,0.6373831,0.507,54,81,3,10,10,detached,,,,,,4312877004708183552,6.097,1.9079,,,?
211116547,280.43457,-31.67288,1.276652,0.033,1112.9792,1658.2506738,0.0902593,0.0902593,0.5,13,13,1,18,19,detached,,,,,,6737128340943739776,13.797,2.082,,,?
211170874,280.47487,-32.25828,3.6089604,0.05,1424.8715,1657.2993261,0.1275382,0.1275382,0.5,13,13,1,6,7,detached,,,,,,6736537151609414144,13.614,2.0039,,,?
212950885,8.01857,-5.81559,4.9233931,0.083,151.53833,2117.3784862,0.1230105,0.1230105,0.5,30,43,3,11,11,detached,,,,,,2526867768638131328,16.127,2.1935,,,ztfv
214376691,261.09455,-48.56363,7.5722141,0.0,40.05456,4156.0985141,0.2084683,0.2375127,0.6356,103,103,1,3,4,detached,,,,,,5949747624583626752,17.299,2.6554,,,?
219244444,65.27318,-48.65196,0.6074073,0.093,1496.042,1386.4473558,0.0107294,0.0107294,0.5,3,32,5,175,176,detached,,,,,,4788741548375134336,13.644,1.8656,,,good
219338901,354.71284,-59.17928,23.5545181,0.0,142.68216,1327.763169,0.2079745,2.3554518,0.5,1,1,1,2,0,detached,,,,,,6489290727754963072,16.073,1.9653,,,
219739347,241.83923,61.92008,0.7735265,0.024,1034.0103,1930.5911954,0.0546883,0.0546883,0.5,23,83,19,510,507,detached,,,,,,1628422835801434368,14.076,2.4126,,,gaia3 WB
219747045,247.11798,27.22786,0.2606392,0.034,400.91559,1983.7410459,0.1041927,0.1041927,0.5,25,25,1,94,93,detached,,,,,,1305102439403376896,14.995,1.8042,,,gaia3
219769809,192.51112,-18.35366,8.7609695,0.448,790.87817,2308.6273395,0.0773549,0.1547566,0.576,37,37,1,3,3,detached,,,,,,3509990146379312256,14.5,2.8912,,,ztfv
219851943,256.30271,66.12739,0.1162002,0.0,296.65063,1957.201955,0.046424,0.046438,0.5,24,85,16,3054,3053,contact,,,,,,1635581274974672768,15.452,2.2124,,,ztf. USP
220318793,100.1956,12.0986,2.7765048,0.125,857.53619,1469.9455508,0.0981198,0.0981198,0.4969,6,72,5,38,41,detached,,,,,,3352042036878308352,14.065,1.8675,,,
229573730,240.52593,20.41402,2.6313976,0.098,140.56326,3435.4515381,0.1315301,0.1315301,0.5,78,78,1,4,3,detached,,,,,,1203566251429799680,16.665,3.1582,,,
229675762,253.0984,74.90128,1.4470701,0.0,250.5007,2709.9977765,0.0457561,0.0458776,0.4999,24,86,31,439,459,detached,,,,,,1656500102167933056,15.667,2.4314,,,?
229972643,289.99338,63.70574,0.8732409,0.047,181.13562,3293.3456933,0.0873241,0.0873241,0.5,73,85,11,265,269,detached,,,,,,2254061582122141312,15.746,1.9605,,,gaia3
230086768,246.62458,66.14361,34.9271,0.398,615.61639,1727.2724583,0.1541012,0.1541012,0.2536,15,85,37,23,20,detached,,,,,,1642301524402771200,14.63,2.5064,1635,EB,good ecc
230225513,252.58636,46.65038,1.1208251,0.032,639.11896,1984.1073456,0.0560243,0.0560243,0.5,25,25,1,22,21,detached,,,,,,1407718450873494784,14.547,2.5846,,,ztfv
231809798,85.53073,-52.11507,0.905674,0.025,1569.7158,1411.142407,0.0640118,0.0640118,0.5,4,87,14,331,329,detached,,,,,,4793035862836965632,13.596,2.3569,,,?
232149726,90.72388,0.59953,0.1964473,0.0,696.59021,2201.9339333,0.1110435,0.1110435,0.5,33,33,1,123,124,detached,,,,,,3122636494882864768,14.51,2.367,,,ztf
232895170,311.74529,31.69721,2.9204377,0.198,882.59399,1711.7686844,0.206475,0.206475,0.5,15,55,3,20,22,detached,,,,,,1859822032908526720,14.118,2.3425,,,?
233058262,269.49618,64.06864,26.2785001,0.41,214.67374,1961.0494333,0.215486,0.125567,0.7013,24,85,29,27,26,detached,,,,,,1439929468642754944,15.686,2.0537,,,
233060434,269.72962,62.19378,1.6513875,0.022,1006.3037,1957.174807,0.0934535,0.0904355,0.5,24,25,2,29,31,detached,1,,,,,1436295342194947840,13.878,2.2948,,,gaia3
233082499,271.67723,60.71479,3.5207782,0.0,355.55548,3341.7496178,0.0910643,0.0912105,0.4991,75,83,9,58,62,detached,,,,,,2158790651919783552,15.15,2.2831,,,ztf
233130175,274.1754,61.81882,1.4939111,0.067,227.01233,3584.8683242,0.0652499,0.0626831,0.4997,84,85,2,23,21,detached,,,,,,2159095457158715136,15.753,2.1014,,,good ztfv
233211759,266.77271,70.77962,100.2052838,0.347,1490.2943,1744.3882782,0.2037579,0.1415918,0.6891,14,86,37,9,8,detached,,,,,,1638976257642500480,13.655,2.4013,,,good
233460141,211.037,50.3441,1.6279846,0.032,695.33978,1740.2954093,0.0501544,0.0500714,0.5001,16,77,7,79,75,detached,1,,,,,1511457269875245312,13.926,2.8954,,,good ztfv
233511804,270.78442,50.19633,1.5262531,0.182,85.20945,2883.9679952,0.1079061,0.1079061,0.5,58,81,6,82,74,detached,,,,,,2123377821930505472,16.87,2.9175,,,ztfv
233576835,282.56591,64.61192,4.1670185,0.057,118.95596,2392.1175165,0.0585676,0.0569646,0.4993,40,55,11,60,58,detached,,,1,,,2253785158025169024,16.358,2.493,,,good ztfv
233625135,284.49476,63.58685,8.1687143,0.315,287.04236,3292.6741403,0.0978102,0.0637151,0.3494,73,83,10,29,30,detached,,,,,,2253118991417905024,15.743,3.1249,,,good ztfv
233751709,302.69226,56.1789,,,,,,,,,,,,,,,,,,1,2186285245845919360,10.015,1.8457,,,mixed big ecl
234459718,264.41896,-23.29281,0.5870349,0.0,187.95366,3803.3256402,0.3318264,0.3318264,0.5,92,92,1,37,36,contact,,,,,,4116524775215645696,16.192,2.2159,,,gaia3
235726293,276.47069,24.47783,1.9550098,0.026,3850.2651,2013.6703402,0.0627429,0.0630581,0.499,26,53,3,35,36,detached,1,,1,,,4536561787682686464,12.645,2.3645,,,ztfv
237912030,22.21325,-64.68713,11.2748245,0.0,2507.9053,2066.7945854,0.0753539,0.1420263,0.7121,28,29,2,4,3,detached,,,,,,4711147775853300608,12.969,1.9403,,,?
238607424,132.70768,19.81015,6.0157334,0.061,124.68616,2501.0545896,0.082794,0.0881047,0.4992,44,72,4,14,14,detached,,,,,,660751581432060800,16.508,2.8912,,,good ztfv
238611475,122.33118,-48.39079,3.0724323,0.093,391.81354,2965.3795564,0.1535752,0.217221,0.5,61,62,2,16,14,detached,,,,,,5516140233292943872,14.873,2.3558,,,
239081113,266.0639,-20.15782,10.348686,0.167,54.6904,3778.4412523,1.4633042,1.4633042,0.5,91,92,2,5,3,detached,,,,,,4119722872161613952,16.747,1.8971,,,gaia3
239187696,113.65603,31.86949,0.814284,0.0,1945148.8,1843.3134039,0.0814284,0.0814284,0.5,20,72,8,212,213,detached,,,,,,892348454394856064,8.296,1.9318,,,gaia3
239262664,299.92879,42.91945,2.0214839,0.0,707.93671,1684.616637,0.057349,0.0576177,0.5001,14,55,5,62,63,detached,,,,,,2075885482332643712,14.207,1.9783,,,ztfv
239335812,266.19448,-22.01943,1.2815559,0.0,34.14066,3776.6744109,0.7244103,0.7244103,0.5,91,92,2,32,31,contact,,,,,,4117078654124427520,16.884,1.9453,,,gaia3
240484997,266.75729,-21.18123,0.5313354,0.0,22.21393,3775.7048255,0.2656677,0.2656677,0.5,91,92,2,73,76,contact,,,,,,4118644869785933952,17.05,1.8964,,,gaia3
241525834,206.54898,-53.35714,3.9273553,0.0,134.25146,4047.3438466,0.074251,0.0742,0.4999,99,99,1,6,5,detached,,,,,,6065897279826011264,16.116,2.7312,6641,PC,
241728550,208.75497,-52.69159,2.7478337,0.0,59.60331,1617.3896989,0.5494008,0.5492349,0.489,11,11,1,6,6,detached,,,,,,6089994077885752704,16.705,3.1812,,,
242594123,215.94763,-43.41577,2.5447401,0.152,1268.2255,2336.5496444,0.3116219,0.2285915,0.5017,38,38,1,9,10,detached,,,,,,6102708727265457152,13.892,2.5383,,,?
243185500,16.65406,19.22588,31.0649306,0.095,6543.5693,1766.9255817,0.2742877,0.2742877,0.5,17,84,5,4,4,detached,,,,,,2785466581298775680,12.105,2.5961,1468,PC,?
243192504,202.99062,-47.10397,4.5749711,0.047,1185.4209,1602.3560721,0.1176059,0.118842,0.4912,11,64,3,16,16,detached,,,,,,6083912679070170496,14.296,3.213,,,
243499565,206.14941,-47.10372,2.3847,0.227,723.62439,2334.1255633,0.23847,0.23847,0.5,38,64,2,23,22,detached,,,,,,6106993554140699520,14.497,2.7014,,,good
243641947,207.47491,-46.06624,5.1853752,0.04,702.82733,3042.5974776,0.0635028,0.0627229,0.5,64,64,1,5,5,detached,,,,,,6107144260251920000,14.46,2.6119,3235,PC,
244252435,74.37704,-3.95014,1.8871281,0.025,5884.8984,1439.5753114,0.0602398,0.0588849,0.4997,5,32,2,25,27,detached,1,,,,,3212738719703024384,12.1,2.1169,,,good
245002119,197.45549,-51.59609,0.5809955,0.0,215.78967,4074.623946,0.072952,0.0735549,0.4997,100,100,1,41,41,detached,,,,,,6080774638525828608,15.489,3.2054,,,gaia3
245266758,199.34686,-51.37145,10.734214,0.0,212.9426,4074.4130185,0.53471,0.6216361,0.6918,100,100,1,3,2,detached,,,,,,6080641357101343616,15.973,3.0771,,,
247145147,253.55606,-46.67718,12.9593416,0.086,4358.6123,1636.8074846,0.1269044,0.1404551,0.4554,12,66,2,4,2,detached,,,,,,5939906102127322880,12.006,1.8193,,,?
247180220,253.70023,-45.36739,1.5388973,0.142,130.698,3099.2228662,0.1088,0.1088,0.5,66,93,2,26,26,detached,,,1,,,5964017945458230912,15.749,2.2301,4991,PC,?
248942621,19.97551,-0.48352,34.186623,0.011,2363.3928,2125.7417251,0.0896753,0.0890009,0.5,30,70,4,2,1,detached,,,,,,2533763149653332992,13.46,1.9572,,,good
250111245,355.82875,-2.0451,5.860501,0.0,442.30243,3210.7914275,0.0907887,0.0814591,0.5002,70,92,2,8,7,detached,,,,,,2640121486388076032,14.962,2.2491,5293,PC,ztfv
251090642,139.79396,53.59464,40.08327,0.0,833.28809,2600.9108839,0.1574523,0.1558381,0.5,47,74,2,2,1,detached,,,,,,1022973218913663488,14.194,2.2826,7464,PC,good
252487037,156.93136,50.51639,1.129342,0.009,267.31732,2610.705878,0.0518555,0.0528493,0.4998,48,48,1,19,18,detached,1,,,,,847322662964518528,15.752,2.7964,,,gaia3 WB
252906811,104.41206,49.86498,4.5995779,0.042,9185.6191,1844.1726407,0.0675585,0.0668108,0.4996,20,73,4,17,15,detached,,,,,,979317968726707584,11.568,2.0112,,,
253795187,282.68707,-37.15668,20.3424127,0.0,373.25012,3860.0276329,0.359335,0.1796132,0.5,94,94,1,2,1,detached,,,,,,6731004958834262400,15.384,3.2259,,,?
253933735,338.80552,-32.36444,2.5214748,0.0,68.11746,2062.9838567,0.0891072,0.0890803,0.5,28,28,1,6,6,detached,,,,,,6601035292780950272,17.289,2.9975,,,?
254301731,355.41002,-28.33659,1.3076669,0.174,164.3674,3909.319662,0.1307667,0.1307667,0.5,96,96,1,17,15,detached,,,,,,2330823642814449792,16.021,2.1259,6856,PC,good
255904363,299.82688,20.681,0.4187766,0.02,316.68134,1684.0877538,0.1183942,0.1183942,0.5,14,81,4,224,221,detached,,,,,,1823754924801867648,15.251,2.6613,,,?
258037656,328.35171,21.4144,8.0695,0.099,269.99905,3537.8006879,0.2016157,0.2016157,0.5,82,82,1,3,4,detached,,,,,,1793136446510419072,15.581,2.6367,5879,PC,good
258066616,55.51421,25.3776,0.3013439,,133.63655,3249.5015615,0.0301344,0.0301344,0.5,42,71,5,342,343,detached,,,,,,70088819686490496,16.582,3.1686,,,
258172452,250.51247,21.56524,0.3059451,0.039,423.38644,1983.9207571,0.0864951,0.0864951,0.5,25,25,1,79,80,detached,,,,,,4564371975797619072,14.976,1.9749,,,gaia3
258366664,314.56372,17.14565,0.287863,0.0,3019.4521,2797.2221309,0.162717,0.162717,0.5,55,55,1,79,81,contact,1,,,,,1764493618852082176,12.712,1.9012,,,vespa
259070502,113.44986,-14.5239,17.2594904,0.255,10704832.0,1506.4836395,0.6097545,0.8624534,0.3509,7,88,4,6,5,detached,,,,,,3030133379058134144,3.896,2.3161,,,?
261055226,259.3115,-51.41483,5.4155156,0.028,19204.227,3098.9159962,0.382877,0.382877,0.5,66,66,1,4,3,detached,,,,,,5925793831722621056,11.354,4.4078,,,?
261335113,92.33487,-80.69427,8.1306077,0.059,522.58301,1330.2651265,0.1436217,0.1436217,0.5369,1,88,17,49,46,detached,,,,,,5210696143605692288,14.923,2.6601,,,good
262400835,78.48501,2.6107,0.2982414,0.289,612.23279,2174.4560024,0.0843172,0.0843172,0.63,32,32,1,79,79,detached,,,,,,3234917110482839680,14.894,2.9978,,,?
262499797,109.87973,-55.72802,3.5017865,0.126,196.01859,2965.0369844,0.0874918,0.0874918,0.5,61,90,9,52,60,detached,,,,,,5487451226137090304,16.05,2.6929,4858,PC,?
262605041,132.35153,1.77207,3.6663329,0.022,818.09479,1521.0886654,0.091603,0.091603,0.506,8,61,2,11,11,detached,,,,,,3075872719163218048,14.45,2.7332,,,good ztfv
262605715,132.45037,0.20736,2.3222982,0.0,1544.5051,3694.0248675,0.0580224,0.0820684,0.5,88,88,1,9,7,detached,,,,,,3074654494639789952,13.631,2.1952,,,
263925187,269.99173,-30.07318,0.666155,0.049,2023.5519,1657.1072946,0.0666155,0.0666155,0.5,13,13,1,36,37,detached,,,,,,4044231915624652288,12.771,1.799,,,?
264301607,295.80874,66.57153,0.8708604,0.213,156.79962,2828.1895729,0.0391852,0.0435298,0.5,56,86,19,478,489,detached,,,,,,2248661227683066240,16.174,2.648,5278,PC,good ztfv
264572900,273.08024,-24.16366,2.3973416,0.252,15.98743,3777.5752889,0.4793235,0.4793235,0.5,91,92,2,15,17,detached,,,,,,4066227512644096128,17.575,2.1465,,,gaia3
264615805,34.50879,56.26692,0.1200936,0.01,12700.043,1790.8442352,0.0240115,0.0240115,0.5,18,58,2,399,398,detached,,,,,,456810629964685312,10.896,1.8522,,,?
265176813,298.12445,-79.76648,0.624192,0.0,552.66687,4154.0841853,0.312096,0.312096,0.5,103,103,1,33,34,contact,,,,,,6361697282435054976,14.957,2.9218,,,
266958963,61.90847,50.5905,3.1505506,0.004,1585.3489,1816.4241236,0.0787162,0.0787162,0.5,19,59,2,16,15,detached,,,,,,247667266200977664,13.902,2.9135,,,good ztfv
267521367,176.06102,-58.44136,3.0022245,0.0,631970.31,2308.3583974,0.2122573,0.4245145,0.55,37,64,2,17,17,detached,,,,,,5341684021877371648,6.851,1.8013,,,?
268328695,68.05463,29.94359,3.9066048,0.002,718.35693,2914.2825923,0.1952123,0.1952123,0.5,59,86,4,22,20,detached,,,,,,159114317681899264,14.494,2.5749,,,good ztfv
268665785,177.26147,-57.00382,,,,,,,,,,,,,,,,,,1,5342275627839946752,14.32,2.8187,,,?
269762258,66.47086,-81.31973,1.324597,0.032,935.94067,1325.7429813,0.0662098,0.0662098,0.5,1,68,8,133,127,detached,,,1,,,4622145951717126656,14.263,2.6341,,,good
270219709,330.18811,-27.00567,1.0266129,0.128,156.1355,2062.1081807,0.1026613,0.1026613,0.5,28,28,1,19,18,detached,,,,,,6619609828040358144,16.349,2.76,,,ztfv
270348090,215.48231,-30.84275,5.6385862,0.038,321.80447,1603.4581014,0.0996018,0.0996018,0.502,11,38,2,8,7,detached,,,,,,6220637568453680128,15.473,2.7358,,,good
270697689,293.79737,46.56171,8.7855526,0.086,106.97631,2774.2101239,0.2195062,0.2195062,0.5,54,54,1,2,2,detached,,,,,,2128175953241228288,16.35,2.1072,,,ztfv
271225404,211.10742,-31.31086,2.1195295,0.067,155.56981,1603.5020679,0.1059445,0.1059445,0.5,11,64,2,20,20,detached,,,,,,6172419104492482048,15.877,2.0062,,,good
272086159,115.00326,-72.20774,32.3108,0.005,663.6261,1363.0420452,0.0712789,0.0712789,0.5,2,90,27,17,21,detached,,,,,,5263409067503771392,14.695,2.8341,176,EB,good
272568264,236.73526,1.61416,2.5843324,0.002,6212.3652,2698.8670278,0.1291386,0.1291776,0.5,51,51,1,4,3,detached,,,,,,4422994983990609280,12.183,1.8688,,,vespa
272905062,188.19413,-54.0471,0.3454001,0.0,393.51846,4074.6643865,0.0546305,0.0535194,0.4997,100,100,1,69,68,detached,1,,,,,6074616239551648000,14.882,2.3219,,,gaia3
273571987,357.41656,-75.33563,1.5018805,0.113,131.44049,2036.7986167,0.106183,0.106183,0.5,27,68,4,57,56,detached,,,,,,6377883399265729536,16.422,2.5261,,,good
273821594,189.10435,-55.1195,1.32719,0.0,1301.2689,4074.5010049,0.1044139,0.1056993,0.5016,100,100,1,19,18,detached,,,,,,6074279754632630272,13.894,2.7748,,,?
274229418,115.47009,5.04013,,0.0,,,,,,,,,,,,,,,,1,3138456714862505472,11.624,2.5203,,,good
274662200,316.86709,46.86495,2.4585413,0.0,5575.8691,1712.35297,0.2458541,0.2458541,0.5,15,83,6,60,55,detached,,,,,,2164365897458715392,12.058,2.3348,1285,PC,?
275083922,149.4401,-54.16495,5.864408,0.381,5350.4697,1546.3941411,0.5864408,0.5864408,0.5,9,63,3,12,11,detached,,,,,,5308262510524130176,11.998,2.099,,,?
275911914,54.30867,69.18049,0.7712564,0.017,3571.5662,1816.4846423,0.0421959,0.0420892,0.5001,19,73,5,143,143,detached,1,,,,,494406712082475520,12.852,2.9078,,,ztfv
277173427,84.20623,-69.46037,1.1724877,0.015,1650.0083,2036.5652165,0.3314794,0.3314794,0.5,27,89,22,434,439,detached,,,,,,4657656977543417344,12.901,1.935,,,?
278784173,335.7301,-37.5278,1.4948233,0.036,1120.4756,1325.7107751,0.0273236,0.0270193,0.5,1,68,2,32,29,detached,,,,,,6597949448973249792,14.348,3.0734,,,good WB
278802982,336.03367,-38.11406,1.7656056,0.012,95.73515,2062.1124044,0.064762,0.0594725,0.5002,28,28,1,9,9,detached,1,,,,,6594849616456835968,16.835,2.8511,,,good
279074053,50.22629,-4.38675,3.4536759,0.096,162.93962,2145.6227026,0.0862898,0.0862898,0.5,31,31,1,7,6,detached,,,,,,3260678083804105728,16.075,2.039,,,ztfv
280280909,144.17951,-52.09838,0.7531208,0.0,664.23059,3718.6020972,0.3010664,0.3010664,0.5,89,90,2,73,73,detached,,,,,,5312613724690338176,14.682,2.9402,,,?
280794372,359.39828,-62.62763,1.3755161,0.045,437.1059,2062.2436502,0.0507693,0.0506234,0.5001,28,68,2,28,30,detached,1,,,,,6487485776339201280,15.081,2.7835,,,good WB
281498280,6.35885,-55.47828,0.7506324,0.016,2570.5481,1325.4744772,0.0462445,0.0459605,0.5,1,69,4,121,123,detached,1,,,,,4920056565677305600,13.171,2.818,,,good
281596890,8.8108,-55.8893,1.6679039,0.0,259.487,3883.6667725,0.2358416,0.2358416,0.5,95,96,2,25,25,detached,,,,,,4920522621169754752,15.686,2.4923,6857,PC,good
281930065,177.46773,1.5205,1.1102695,0.222,651.19135,3262.4707127,0.0784961,0.0784961,0.5,72,72,1,19,17,detached,,,,,,3796406534503549056,14.653,2.5158,,,good
284050381,8.9934,65.03349,2.7222278,0.391,1090.2123,1792.647725,0.2722228,0.2722228,0.5,18,58,2,18,16,detached,,,,,,527168894421337344,14.035,2.5282,,,?
284575436,100.63969,29.18421,3.3476748,0.067,358.52979,3237.5376139,0.1183046,0.1183046,0.5,71,72,2,12,13,detached,,,,,,3386561444947668992,15.416,2.8124,,,?
285181196,35.21189,33.34652,0.1926008,0.112,4958.1172,1790.8787525,0.0544346,0.054451,0.5,18,58,2,230,231,detached,,,,,,325274469080098816,12.516,2.4544,,,?
287294032,235.57153,-21.82966,0.9664109,0.139,785.72192,3775.9103024,0.0294319,0.032958,0.4999,91,91,1,17,19,detached,,,,,,6241116213041406464,14.395,2.5534,,,good
287346045,207.46668,-13.22694,0.150756,0.0,1490.6615,3775.4185493,0.0127528,0.0852161,0.5,91,91,1,106,106,contact,,,,,,3612227169936143360,13.608,1.9585,,,vespa ztfv
288621065,275.68107,37.96323,,0.0,,,,,,,,,,,,,,,,1,2108166009842570496,10.879,2.0692,,,good
291013124,309.34643,-38.72347,6.0354861,0.1,205.97488,3862.0610887,0.0968463,0.0824265,0.5003,94,94,1,3,4,detached,,,,,,6681652795295832576,15.775,2.4775,6783,PC,good
291320884,260.95604,-57.41111,0.3717529,0.03,948.75452,1628.7863832,0.043385,0.0429552,0.4999,12,66,2,106,112,detached,1,,,,,5916239801548084096,14.072,2.3625,,,gaia3 WB
293066086,35.60773,47.48884,0.4654298,0.016,16105.014,1791.6587334,0.0657522,0.0658118,0.5,18,58,2,101,106,detached,,,,,,354062574010302208,10.943,1.9304,,,ztfv
293372732,5.50019,0.69708,1.2075378,0.105,48.03942,3209.9569078,0.0635041,0.0642285,0.4997,70,70,1,17,16,detached,,,,,,2546872420633409536,17.424,2.3372,,,gaia3
293605127,149.58361,-14.28492,0.1207888,0.017,549.78558,1517.9154338,0.0189524,0.0183594,0.4998,8,8,1,151,148,detached,,,,,,5686762409025806592,15.477,2.9384,,,good
293689267,97.96209,-43.53483,29.6208877,0.132,18307.074,1470.2191137,0.3699257,0.3699257,0.5,6,61,3,3,3,detached,,,,,,5568872398635858816,11.598,2.4152,,,?
294261093,168.84231,-66.51194,2.6582762,0.072,1384780.6,1572.4141627,0.3758802,0.3758802,0.5421,10,65,4,35,35,detached,,,,,,5235434090107342592,6.114,2.0996,,,?
295941202,109.1138,-16.45869,2.7269169,0.035,286.56918,1492.5836606,0.385586,0.385586,0.5,7,7,1,8,9,detached,,,,,,2934934054550736640,15.269,2.4366,,,?
296780789,142.34714,-14.51131,27.1546815,0.004,1298.642,1524.633924,0.0847303,0.0847303,0.5,8,62,3,3,2,detached,,,,,,5689391929738059648,14.182,2.6682,573,PC,? WB
298600301,272.21079,53.68472,2.5415081,0.002,832.07874,3584.7872776,0.127037,0.127037,0.5,84,85,2,15,12,detached,,,,,,2149440714275286016,14.466,1.9466,,,ztfv
299090106,288.88508,51.60427,1.0177822,0.0,199.561,2391.0809374,0.0457263,0.0479226,0.5008,40,53,2,39,37,detached,,,,,,2133453162373603584,15.758,2.0047,,,good
299876474,244.02162,-60.03801,5.1867104,0.55,189.54355,3848.8247175,0.3667004,0.3667004,0.5,93,93,1,4,5,detached,,,,,,5831437493385231744,15.417,1.8783,6750,PC,?
299941037,106.3648,-67.15555,2.6366597,0.018,2172.0991,2037.024839,0.0931496,0.0931778,0.5,27,39,11,93,87,detached,,,,,,5280952256562534656,13.29,2.5092,,,good
300446218,111.5949,-66.28107,7.8628629,0.043,725.87823,3942.1417306,0.1964529,0.1964529,0.509,97,97,1,5,5,detached,,,,,,5281235758763812224,14.397,1.9281,,,good
302527524,134.19366,-68.51068,21.5688943,0.037,1394.9929,3020.3068576,0.1346428,0.1346428,0.5,63,90,5,6,6,detached,,,,,,5223714464361866496,13.737,2.285,2952,PC,good
302849206,110.16939,30.4465,1.3616532,0.045,432.23389,3237.0484871,0.0680621,0.0680621,0.5,71,71,1,13,15,detached,,,,,,885933010205084672,15.299,3.0829,,,ztfv
302908037,110.2868,34.80241,0.4048326,0.002,169.01613,1843.0326472,0.0404833,0.0404833,0.5,20,60,4,206,209,detached,,,,,,896495331218943616,16.184,2.6219,,,ztf css ztfv
303682623,75.76917,14.35605,1.3612195,0.086,908.30603,2500.9568119,0.0680404,0.0680404,0.5,44,71,2,33,34,detached,,,,,,3392521347725000704,14.184,2.4406,,,good
305448980,165.76558,-59.65723,3.28932,0.384,5448.8037,3014.824743,0.2325549,0.2325549,0.5,63,64,2,16,16,detached,,,,,,5338513167797052800,12.301,3.1688,,,?
305506996,325.29955,9.59916,4.7366257,0.0,243.56091,3534.9259701,0.1673892,0.1673892,0.5,82,82,1,5,5,detached,,,,,,1741429438313012608,15.666,2.3629,5916,PC,?
305887851,307.41827,16.97482,0.2159905,0.051,541.30811,2797.322093,0.0610637,0.0610637,0.5,55,55,1,119,119,detached,,,,,,1811912394266768896,14.962,2.7004,,,WB
306547699,179.4579,-62.32755,5.4047615,0.259,324.8949,3041.6578767,0.5404762,0.5404762,0.5,64,64,1,5,4,detached,,,,,,5334669068989106176,14.479,3.4834,3216,PC,?
307433122,125.67372,-70.67491,27.851304,0.318,1514.7659,1559.042508,0.2458387,0.1738605,0.6849,2,90,21,17,18,detached,,,,,,5221745823149029760,13.526,2.1705,,,good
307686978,180.07444,-63.93024,5.5451815,0.0,1164.1011,4076.2293279,0.156662,0.143049,0.4999,100,100,1,4,4,detached,,,,,,6054264068849034752,13.613,2.335,,,?
307956290,256.64598,63.43176,1.191917,0.056,308.29053,3445.583179,0.0842685,0.0842685,0.5,73,83,10,184,180,detached,,,,,,1631203603786995456,15.187,1.9278,,,ztfv
308186412,130.50374,-71.22268,0.8133906,0.0,694.32642,1579.0472322,0.4597759,0.4597759,0.5,29,39,5,139,139,contact,,,,,,5221537843653900544,14.664,3.2125,,,? WB
308274438,167.47642,-58.14005,0.5288764,0.003,829.68829,3747.2641985,0.0747831,0.0747831,0.5,90,90,1,52,51,detached,,,,,,5339533514580069888,14.02,2.2948,,,gaia3
308451526,120.73332,-64.07359,0.7896599,0.028,5488.9268,1326.0284025,0.055829,0.055829,0.4991,1,90,26,737,726,detached,,,,,,5277379015572217856,12.085,2.0203,,,? WB
310720311,185.47163,-63.79265,1.3300929,0.0,1991.5764,3041.8054682,0.751619,0.7513924,0.5,64,65,2,40,40,contact,,,,,,6053706655144658688,13.083,2.5796,,,?
